Date,Latitude,Longitude,Sensor,ASV,Data
2024/05/14-11:10:39,37.4188306,-5.9990436,Sonar,1,2394.0
2024/05/14-11:10:40,37.4188304,-5.9990431,Turbidity,1,25.8781
2024/05/14-11:10:40,37.4188304,-5.9990431,Temperature,1,24.1971
2024/05/14-11:10:40,37.4188304,-5.9990431,PH,1,7.28343
2024/05/14-11:10:40,37.4188304,-5.9990431,Conductivity,1,2.82351
2024/05/14-11:10:40,37.4188304,-5.9990431,Sensor_battery,1,80.625
2024/05/14-11:10:43,37.4188295,-5.99904,Sonar,1,801.0
2024/05/14-11:10:43,37.418829,-5.9990381,Sonar,1,860.0
2024/05/14-11:10:43,37.4188289,-5.9990376,Turbidity,1,26.0781
2024/05/14-11:10:43,37.4188289,-5.9990376,Temperature,1,24.1991
2024/05/14-11:10:43,37.4188289,-5.9990376,PH,1,7.28525
2024/05/14-11:10:43,37.4188289,-5.9990376,Sensor_battery,1,80.625
2024/05/14-11:10:43,37.4188289,-5.9990376,Conductivity,1,2.82422
2024/05/14-11:10:43,37.4188299,-5.9990414,Conductivity,1,2.82422
2024/05/14-11:10:43,37.4188299,-5.9990414,Turbidity,1,26.559
2024/05/14-11:10:43,37.4188299,-5.9990414,Sensor_battery,1,80.625
2024/05/14-11:10:43,37.4188299,-5.9990414,PH,1,7.28588
2024/05/14-11:10:43,37.4188299,-5.9990414,Temperature,1,24.1993
2024/05/14-11:10:43,37.4188294,-5.9990395,Temperature,1,24.1982
2024/05/14-11:10:43,37.4188294,-5.9990395,Turbidity,1,28.2328
2024/05/14-11:10:43,37.4188294,-5.9990395,PH,1,7.28916
2024/05/14-11:10:43,37.4188294,-5.9990395,Sensor_battery,1,80.625
2024/05/14-11:10:43,37.4188294,-5.9990395,Conductivity,1,2.82422
2024/05/14-11:10:44,37.4188285,-5.9990362,Sonar,1,936.0
2024/05/14-11:10:44,37.4188285,-5.9990357,Turbidity,1,26.0982
2024/05/14-11:10:44,37.4188285,-5.9990357,Temperature,1,24.1997
2024/05/14-11:10:44,37.4188285,-5.9990357,PH,1,7.2817
2024/05/14-11:10:44,37.4188285,-5.9990357,Sensor_battery,1,80.625
2024/05/14-11:10:44,37.4188285,-5.9990357,Conductivity,1,2.82351
2024/05/14-11:10:44,37.4188282,-5.9990341,Sonar,1,1018.0
2024/05/14-11:10:45,37.4188281,-5.9990335,Turbidity,1,31.3092
2024/05/14-11:10:45,37.4188281,-5.9990335,Temperature,1,24.1865
2024/05/14-11:10:45,37.4188281,-5.9990335,PH,1,7.28426
2024/05/14-11:10:45,37.4188281,-5.9990335,Sensor_battery,1,80.625
2024/05/14-11:10:45,37.4188281,-5.9990335,Conductivity,1,2.82351
2024/05/14-11:10:45,37.4188276,-5.9990318,Sonar,1,1590.0
2024/05/14-11:10:46,37.4188275,-5.9990312,Turbidity,1,28.9792
2024/05/14-11:10:46,37.4188275,-5.9990312,PH,1,7.28529
2024/05/14-11:10:46,37.4188275,-5.9990312,Temperature,1,24.1898
2024/05/14-11:10:46,37.4188275,-5.9990312,Sensor_battery,1,80.625
2024/05/14-11:10:46,37.4188275,-5.9990312,Conductivity,1,2.82279
2024/05/14-11:10:46,37.4188271,-5.9990295,Sonar,1,1730.0
2024/05/14-11:10:47,37.4188269,-5.9990289,Turbidity,1,27.26
2024/05/14-11:10:47,37.4188269,-5.9990289,Temperature,1,24.1862
2024/05/14-11:10:47,37.4188269,-5.9990289,PH,1,7.28581
2024/05/14-11:10:47,37.4188269,-5.9990289,Sensor_battery,1,80.625
2024/05/14-11:10:47,37.4188269,-5.9990289,Conductivity,1,2.82351
2024/05/14-11:10:47,37.4188267,-5.9990276,Sonar,1,1907.0
2024/05/14-11:10:48,37.4188267,-5.9990276,Turbidity,1,29.6308
2024/05/14-11:10:48,37.4188267,-5.9990276,Sensor_battery,1,80.625
2024/05/14-11:10:48,37.4188267,-5.9990276,PH,1,7.29068
2024/05/14-11:10:48,37.4188267,-5.9990276,Conductivity,1,2.82279
2024/05/14-11:10:48,37.4188267,-5.9990276,Temperature,1,24.1832
2024/05/14-11:10:49,37.4188261,-5.9990246,Sonar,1,2140.0
2024/05/14-11:10:49,37.4188259,-5.9990239,Temperature,1,24.1847
2024/05/14-11:10:49,37.4188259,-5.9990239,Turbidity,1,28.5069
2024/05/14-11:10:49,37.4188259,-5.9990239,PH,1,7.29167
2024/05/14-11:10:49,37.4188259,-5.9990239,Sensor_battery,1,80.625
2024/05/14-11:10:49,37.4188259,-5.9990239,Conductivity,1,2.82422
2024/05/14-11:10:50,37.4188255,-5.9990221,Sonar,1,2470.0
2024/05/14-11:10:50,37.4188253,-5.9990215,Turbidity,1,25.9453
2024/05/14-11:10:50,37.4188253,-5.9990215,Temperature,1,24.1846
2024/05/14-11:10:50,37.4188253,-5.9990215,PH,1,7.2856
2024/05/14-11:10:50,37.4188253,-5.9990215,Sensor_battery,1,80.625
2024/05/14-11:10:50,37.4188253,-5.9990215,Conductivity,1,2.82351
2024/05/14-11:10:50,37.4188249,-5.9990197,Sonar,1,2841.0
2024/05/14-11:10:51,37.4188247,-5.999019,Turbidity,1,26.1309
2024/05/14-11:10:51,37.4188247,-5.999019,Temperature,1,24.184
2024/05/14-11:10:51,37.4188247,-5.999019,Sensor_battery,1,80.625
2024/05/14-11:10:51,37.4188247,-5.999019,PH,1,7.28285
2024/05/14-11:10:51,37.4188247,-5.999019,Conductivity,1,2.82351
2024/05/14-11:10:51,37.4188242,-5.9990173,Sonar,1,3103.0
2024/05/14-11:10:53,37.418824,-5.9990168,Turbidity,1,27.3278
2024/05/14-11:10:53,37.418824,-5.9990168,Temperature,1,24.1869
2024/05/14-11:10:53,37.418824,-5.9990168,PH,1,7.28111
2024/05/14-11:10:53,37.418824,-5.9990168,Sensor_battery,1,80.625
2024/05/14-11:10:53,37.418824,-5.9990168,Conductivity,1,2.82422
2024/05/14-11:10:53,37.4188236,-5.9990153,Sonar,1,812.0
2024/05/14-11:10:53,37.4188234,-5.9990148,Temperature,1,24.1922
2024/05/14-11:10:53,37.4188234,-5.9990148,Sensor_battery,1,80.625
2024/05/14-11:10:53,37.4188234,-5.9990148,PH,1,7.28886
2024/05/14-11:10:53,37.4188234,-5.9990148,Turbidity,1,26.2016
2024/05/14-11:10:53,37.4188234,-5.9990148,Conductivity,1,2.82351
2024/05/14-11:10:53,37.4188229,-5.9990133,Sonar,1,869.0
2024/05/14-11:10:54,37.4188228,-5.9990129,Turbidity,1,24.9295
2024/05/14-11:10:54,37.4188228,-5.9990129,Temperature,1,24.1905
2024/05/14-11:10:54,37.4188228,-5.9990129,PH,1,7.2925
2024/05/14-11:10:54,37.4188228,-5.9990129,Sensor_battery,1,80.625
2024/05/14-11:10:54,37.4188228,-5.9990129,Conductivity,1,2.82422
2024/05/14-11:10:54,37.4188224,-5.9990114,Sonar,1,944.0
2024/05/14-11:10:55,37.4188222,-5.999011,Turbidity,1,26.3878
2024/05/14-11:10:55,37.4188222,-5.999011,PH,1,7.28921
2024/05/14-11:10:55,37.4188222,-5.999011,Sensor_battery,1,80.625
2024/05/14-11:10:55,37.4188222,-5.999011,Temperature,1,24.1907
2024/05/14-11:10:55,37.4188222,-5.999011,Conductivity,1,2.82351
2024/05/14-11:10:55,37.4188218,-5.9990095,Sonar,1,1051.0
2024/05/14-11:10:57,37.4188216,-5.999009,Turbidity,1,28.3265
2024/05/14-11:10:57,37.4188216,-5.999009,Temperature,1,24.1815
2024/05/14-11:10:57,37.4188216,-5.999009,Sensor_battery,1,80.625
2024/05/14-11:10:57,37.4188216,-5.999009,PH,1,7.29319
2024/05/14-11:10:57,37.4188216,-5.999009,Conductivity,1,2.82351
2024/05/14-11:10:57,37.4188212,-5.9990076,Sonar,1,1190.0
2024/05/14-11:10:57,37.4188211,-5.9990071,Turbidity,1,27.1497
2024/05/14-11:10:57,37.4188211,-5.9990071,Sensor_battery,1,80.625
2024/05/14-11:10:57,37.4188211,-5.9990071,PH,1,7.28478
2024/05/14-11:10:57,37.4188211,-5.9990071,Conductivity,1,2.82351
2024/05/14-11:10:57,37.4188211,-5.9990071,Temperature,1,24.1809
2024/05/14-11:10:57,37.4188207,-5.9990057,Sonar,1,1341.0
2024/05/14-11:10:58,37.4188205,-5.9990052,Turbidity,1,29.0614
2024/05/14-11:10:58,37.4188205,-5.9990052,Temperature,1,24.1787
2024/05/14-11:10:58,37.4188205,-5.9990052,PH,1,7.28877
2024/05/14-11:10:58,37.4188205,-5.9990052,Sensor_battery,1,80.625
2024/05/14-11:10:58,37.4188205,-5.9990052,Conductivity,1,2.82351
2024/05/14-11:10:58,37.4188201,-5.9990039,Sonar,1,11972.0
2024/05/14-11:10:59,37.4188199,-5.9990034,Turbidity,1,28.373
2024/05/14-11:10:59,37.4188199,-5.9990034,Temperature,1,24.1808
2024/05/14-11:10:59,37.4188199,-5.9990034,PH,1,7.28611
2024/05/14-11:10:59,37.4188199,-5.9990034,Sensor_battery,1,80.625
2024/05/14-11:10:59,37.4188199,-5.9990034,Conductivity,1,2.82279
2024/05/14-11:10:59,37.4188195,-5.999002,Sonar,1,11816.0
2024/05/14-11:11:01,37.4188194,-5.9990015,Turbidity,1,30.5811
2024/05/14-11:11:01,37.4188194,-5.9990015,Temperature,1,24.1828
2024/05/14-11:11:01,37.4188194,-5.9990015,PH,1,7.2942
2024/05/14-11:11:01,37.4188194,-5.9990015,Sensor_battery,1,80.625
2024/05/14-11:11:01,37.4188194,-5.9990015,Conductivity,1,2.82493
2024/05/14-11:11:01,37.4188189,-5.9990001,Sonar,1,11910.0
2024/05/14-11:11:01,37.4188188,-5.9989996,Turbidity,1,29.7934
2024/05/14-11:11:01,37.4188188,-5.9989996,Temperature,1,24.182
2024/05/14-11:11:01,37.4188188,-5.9989996,PH,1,7.29469
2024/05/14-11:11:01,37.4188188,-5.9989996,Sensor_battery,1,80.625
2024/05/14-11:11:01,37.4188188,-5.9989996,Conductivity,1,2.82351
2024/05/14-11:11:01,37.4188184,-5.9989981,Sonar,1,32773.0
2024/05/14-11:11:02,37.4188182,-5.9989976,Turbidity,1,25.2915
2024/05/14-11:11:02,37.4188182,-5.9989976,Temperature,1,24.1835
2024/05/14-11:11:02,37.4188182,-5.9989976,PH,1,7.29332
2024/05/14-11:11:02,37.4188182,-5.9989976,Sensor_battery,1,80.625
2024/05/14-11:11:02,37.4188182,-5.9989976,Conductivity,1,2.82351
2024/05/14-11:11:02,37.4188179,-5.9989961,Sonar,1,33176.0
2024/05/14-11:11:03,37.4188178,-5.9989956,Turbidity,1,24.1314
2024/05/14-11:11:03,37.4188178,-5.9989956,Temperature,1,24.1833
2024/05/14-11:11:03,37.4188178,-5.9989956,PH,1,7.29039
2024/05/14-11:11:03,37.4188178,-5.9989956,Sensor_battery,1,80.625
2024/05/14-11:11:03,37.4188178,-5.9989956,Conductivity,1,2.82351
2024/05/14-11:11:03,37.4188174,-5.9989942,Sonar,1,33956.0
2024/05/14-11:11:05,37.4188172,-5.9989937,Turbidity,1,26.1057
2024/05/14-11:11:05,37.4188172,-5.9989937,Temperature,1,24.1815
2024/05/14-11:11:05,37.4188172,-5.9989937,PH,1,7.28351
2024/05/14-11:11:05,37.4188172,-5.9989937,Sensor_battery,1,80.625
2024/05/14-11:11:05,37.4188172,-5.9989937,Conductivity,1,2.82351
2024/05/14-11:11:05,37.4188169,-5.9989924,Sonar,1,35746.0
2024/05/14-11:11:05,37.4188167,-5.998992,Turbidity,1,25.4322
2024/05/14-11:11:05,37.4188167,-5.998992,Temperature,1,24.1823
2024/05/14-11:11:05,37.4188167,-5.998992,Conductivity,1,2.82351
2024/05/14-11:11:05,37.4188167,-5.998992,PH,1,7.28493
2024/05/14-11:11:05,37.4188167,-5.998992,Sensor_battery,1,80.625
2024/05/14-11:11:05,37.4188164,-5.9989906,Sonar,1,36151.0
2024/05/14-11:11:06,37.4188163,-5.9989902,Turbidity,1,25.4466
2024/05/14-11:11:06,37.4188163,-5.9989902,Temperature,1,24.1872
2024/05/14-11:11:06,37.4188163,-5.9989902,PH,1,7.28725
2024/05/14-11:11:06,37.4188163,-5.9989902,Sensor_battery,1,80.625
2024/05/14-11:11:06,37.4188163,-5.9989902,Conductivity,1,2.82422
2024/05/14-11:11:06,37.4188159,-5.9989889,Sonar,1,37710.0
2024/05/14-11:11:07,37.4188157,-5.9989885,Turbidity,1,24.3491
2024/05/14-11:11:07,37.4188157,-5.9989885,PH,1,7.2951
2024/05/14-11:11:07,37.4188157,-5.9989885,Temperature,1,24.1866
2024/05/14-11:11:07,37.4188157,-5.9989885,Sensor_battery,1,80.625
2024/05/14-11:11:07,37.4188157,-5.9989885,Conductivity,1,2.82351
2024/05/14-11:11:07,37.4188153,-5.9989872,Sonar,1,1653.0
2024/05/14-11:11:08,37.4188152,-5.9989868,Turbidity,1,23.0833
2024/05/14-11:11:08,37.4188152,-5.9989868,Temperature,1,24.1827
2024/05/14-11:11:08,37.4188152,-5.9989868,PH,1,7.29379
2024/05/14-11:11:08,37.4188152,-5.9989868,Sensor_battery,1,80.625
2024/05/14-11:11:08,37.4188152,-5.9989868,Conductivity,1,2.82279
2024/05/14-11:11:08,37.4188148,-5.9989856,Sonar,1,1805.0
2024/05/14-11:11:09,37.4188147,-5.9989852,Turbidity,1,26.6642
2024/05/14-11:11:09,37.4188147,-5.9989852,Temperature,1,24.1819
2024/05/14-11:11:09,37.4188147,-5.9989852,PH,1,7.28607
2024/05/14-11:11:09,37.4188147,-5.9989852,Sensor_battery,1,80.625
2024/05/14-11:11:09,37.4188147,-5.9989852,Conductivity,1,2.82279
2024/05/14-11:11:09,37.4188143,-5.9989841,Sonar,1,1908.0
2024/05/14-11:11:11,37.4188141,-5.9989836,Turbidity,1,25.3277
2024/05/14-11:11:11,37.4188141,-5.9989836,Temperature,1,24.1775
2024/05/14-11:11:11,37.4188141,-5.9989836,PH,1,7.28349
2024/05/14-11:11:11,37.4188141,-5.9989836,Sensor_battery,1,80.625
2024/05/14-11:11:11,37.4188141,-5.9989836,Conductivity,1,2.82279
2024/05/14-11:11:11,37.4188136,-5.9989825,Sonar,1,1854.0
2024/05/14-11:11:11,37.4188134,-5.9989821,Temperature,1,24.1791
2024/05/14-11:11:11,37.4188134,-5.9989821,Sensor_battery,1,80.625
2024/05/14-11:11:11,37.4188134,-5.9989821,Turbidity,1,24.8938
2024/05/14-11:11:11,37.4188134,-5.9989821,PH,1,7.262
2024/05/14-11:11:11,37.4188134,-5.9989821,Conductivity,1,2.82351
2024/05/14-11:11:11,37.4188136,-5.9989808,Sonar,1,2005.0
2024/05/14-11:11:12,37.4188139,-5.9989802,Temperature,1,24.1747
2024/05/14-11:11:12,37.4188139,-5.9989802,Sensor_battery,1,80.625
2024/05/14-11:11:12,37.4188139,-5.9989802,Conductivity,1,2.82279
2024/05/14-11:11:12,37.4188139,-5.9989802,PH,1,7.36624
2024/05/14-11:11:12,37.4188139,-5.9989802,Turbidity,1,27.78
2024/05/14-11:11:12,37.4188151,-5.9989784,Sonar,1,2292.0
2024/05/14-11:11:13,37.4188157,-5.9989776,Turbidity,1,27.0899
2024/05/14-11:11:13,37.4188157,-5.9989776,Temperature,1,24.1767
2024/05/14-11:11:13,37.4188157,-5.9989776,Sensor_battery,1,80.625
2024/05/14-11:11:13,37.4188157,-5.9989776,Conductivity,1,2.82351
2024/05/14-11:11:13,37.4188157,-5.9989776,PH,1,7.27127
2024/05/14-11:11:13,37.4188175,-5.9989754,Sonar,1,2389.0
2024/05/14-11:11:14,37.4188182,-5.9989746,Turbidity,1,26.5648
2024/05/14-11:11:14,37.4188182,-5.9989746,Temperature,1,24.1812
2024/05/14-11:11:14,37.4188182,-5.9989746,PH,1,7.29486
2024/05/14-11:11:14,37.4188182,-5.9989746,Conductivity,1,2.82351
2024/05/14-11:11:14,37.4188182,-5.9989746,Sensor_battery,1,80.625
2024/05/14-11:11:14,37.4188204,-5.9989722,Sonar,1,2749.0
2024/05/14-11:11:18,37.4188238,-5.9989688,Sonar,1,3015.0
2024/05/14-11:11:18,37.4188273,-5.9989654,Sonar,1,3311.0
2024/05/14-11:11:18,37.4188315,-5.9989625,Sonar,1,3801.0
2024/05/14-11:11:18,37.4188213,-5.9989714,Turbidity,1,26.3389
2024/05/14-11:11:18,37.4188213,-5.9989714,Temperature,1,24.1924
2024/05/14-11:11:18,37.4188213,-5.9989714,PH,1,7.36527
2024/05/14-11:11:18,37.4188213,-5.9989714,Conductivity,1,2.82422
2024/05/14-11:11:18,37.4188247,-5.9989679,Temperature,1,24.1928
2024/05/14-11:11:18,37.4188213,-5.9989714,Sensor_battery,1,80.625
2024/05/14-11:11:18,37.4188247,-5.9989679,Turbidity,1,26.9871
2024/05/14-11:11:18,37.4188247,-5.9989679,PH,1,7.28252
2024/05/14-11:11:18,37.4188247,-5.9989679,Sensor_battery,1,80.625
2024/05/14-11:11:18,37.4188284,-5.9989645,Turbidity,1,26.798
2024/05/14-11:11:18,37.4188247,-5.9989679,Conductivity,1,2.82351
2024/05/14-11:11:18,37.4188284,-5.9989645,Temperature,1,24.1829
2024/05/14-11:11:18,37.4188284,-5.9989645,PH,1,7.24888
2024/05/14-11:11:18,37.4188284,-5.9989645,Sensor_battery,1,80.625
2024/05/14-11:11:18,37.4188284,-5.9989645,Conductivity,1,2.82351
2024/05/14-11:11:18,37.4188326,-5.9989619,Turbidity,1,26.3533
2024/05/14-11:11:18,37.4188326,-5.9989619,Temperature,1,24.1794
2024/05/14-11:11:18,37.4188326,-5.9989619,PH,1,7.29464
2024/05/14-11:11:18,37.4188326,-5.9989619,Sensor_battery,1,80.625
2024/05/14-11:11:18,37.4188326,-5.9989619,Conductivity,1,2.82351
2024/05/14-11:11:18,37.4188359,-5.9989605,Sonar,1,31757.0
2024/05/14-11:11:19,37.4188371,-5.9989601,Turbidity,1,26.8762
2024/05/14-11:11:19,37.4188371,-5.9989601,PH,1,7.27518
2024/05/14-11:11:19,37.4188371,-5.9989601,Sensor_battery,1,80.625
2024/05/14-11:11:19,37.4188371,-5.9989601,Temperature,1,24.18
2024/05/14-11:11:19,37.4188371,-5.9989601,Conductivity,1,2.82422
2024/05/14-11:11:19,37.4188404,-5.9989587,Sonar,1,32078.0
2024/05/14-11:11:20,37.4188416,-5.9989583,Temperature,1,24.1793
2024/05/14-11:11:20,37.4188416,-5.9989583,PH,1,7.29347
2024/05/14-11:11:20,37.4188416,-5.9989583,Turbidity,1,28.3385
2024/05/14-11:11:20,37.4188416,-5.9989583,Sensor_battery,1,80.625
2024/05/14-11:11:20,37.4188416,-5.9989583,Conductivity,1,2.82422
2024/05/14-11:11:20,37.4188451,-5.9989578,Sonar,1,33376.0
2024/05/14-11:11:21,37.4188464,-5.9989578,Turbidity,1,26.4533
2024/05/14-11:11:21,37.4188464,-5.9989578,Temperature,1,24.1778
2024/05/14-11:11:21,37.4188464,-5.9989578,PH,1,7.29506
2024/05/14-11:11:21,37.4188464,-5.9989578,Sensor_battery,1,80.625
2024/05/14-11:11:21,37.4188464,-5.9989578,Conductivity,1,2.82351
2024/05/14-11:11:22,37.4188499,-5.9989576,Sonar,1,34119.0
2024/05/14-11:11:22,37.4188511,-5.9989575,Turbidity,1,26.7119
2024/05/14-11:11:22,37.4188511,-5.9989575,Temperature,1,24.1812
2024/05/14-11:11:22,37.4188511,-5.9989575,PH,1,7.31786
2024/05/14-11:11:22,37.4188511,-5.9989575,Sensor_battery,1,80.625
2024/05/14-11:11:22,37.4188511,-5.9989575,Conductivity,1,2.82493
2024/05/14-11:11:22,37.4188542,-5.9989572,Sonar,1,35830.0
2024/05/14-11:11:23,37.4188551,-5.9989571,Turbidity,1,26.2516
2024/05/14-11:11:23,37.4188551,-5.9989571,Temperature,1,24.1809
2024/05/14-11:11:23,37.4188551,-5.9989571,PH,1,7.28848
2024/05/14-11:11:23,37.4188551,-5.9989571,Sensor_battery,1,80.625
2024/05/14-11:11:23,37.4188551,-5.9989571,Conductivity,1,2.82279
2024/05/14-11:11:24,37.4188576,-5.9989565,Sonar,1,1669.0
2024/05/14-11:11:24,37.4188584,-5.9989562,Sensor_battery,1,80.625
2024/05/14-11:11:24,37.4188584,-5.9989562,Turbidity,1,26.2148
2024/05/14-11:11:24,37.4188584,-5.9989562,PH,1,7.28457
2024/05/14-11:11:24,37.4188584,-5.9989562,Temperature,1,24.1792
2024/05/14-11:11:24,37.4188584,-5.9989562,Conductivity,1,2.82422
2024/05/14-11:11:24,37.4188605,-5.9989557,Sonar,1,1765.0
2024/05/14-11:11:25,37.4188613,-5.9989554,Turbidity,1,26.2079
2024/05/14-11:11:25,37.4188613,-5.9989554,Temperature,1,24.1729
2024/05/14-11:11:25,37.4188613,-5.9989554,PH,1,7.28992
2024/05/14-11:11:25,37.4188613,-5.9989554,Sensor_battery,1,80.625
2024/05/14-11:11:25,37.4188613,-5.9989554,Conductivity,1,2.82279
2024/05/14-11:11:27,37.4188631,-5.9989548,Sonar,1,1833.0
2024/05/14-11:11:28,37.4188653,-5.9989539,Sonar,1,1963.0
2024/05/14-11:11:30,37.4188637,-5.9989546,Turbidity,1,28.3046
2024/05/14-11:11:30,37.4188637,-5.9989546,PH,1,7.28431
2024/05/14-11:11:30,37.4188637,-5.9989546,Sensor_battery,1,80.625
2024/05/14-11:11:30,37.418867,-5.9989527,Sonar,1,32495.0
2024/05/14-11:11:30,37.4188637,-5.9989546,Temperature,1,24.1721
2024/05/14-11:11:30,37.4188637,-5.9989546,Conductivity,1,2.82351
2024/05/14-11:11:33,37.4188684,-5.9989514,Sonar,1,32889.0
2024/05/14-11:11:33,37.4188696,-5.9989499,Sonar,1,32785.0
2024/05/14-11:11:33,37.4188706,-5.9989483,Sonar,1,26527.0
2024/05/14-11:11:33,37.4188658,-5.9989536,Temperature,1,24.1628
2024/05/14-11:11:33,37.4188658,-5.9989536,Turbidity,1,26.7716
2024/05/14-11:11:33,37.4188658,-5.9989536,Sensor_battery,1,80.625
2024/05/14-11:11:33,37.4188658,-5.9989536,Conductivity,1,2.82279
2024/05/14-11:11:33,37.4188658,-5.9989536,PH,1,7.28089
2024/05/14-11:11:33,37.4188674,-5.9989524,Turbidity,1,27.3824
2024/05/14-11:11:33,37.4188674,-5.9989524,Temperature,1,24.1669
2024/05/14-11:11:33,37.4188721,-5.9989428,Sonar,1,1712.0
2024/05/14-11:11:33,37.4188708,-5.9989479,Turbidity,1,25.9028
2024/05/14-11:11:33,37.4188708,-5.9989479,PH,1,7.27981
2024/05/14-11:11:33,37.4188708,-5.9989479,Temperature,1,24.1708
2024/05/14-11:11:33,37.4188708,-5.9989479,Sensor_battery,1,80.625
2024/05/14-11:11:33,37.4188716,-5.9989462,Turbidity,1,26.2522
2024/05/14-11:11:33,37.4188708,-5.9989479,Conductivity,1,2.82208
2024/05/14-11:11:33,37.4188716,-5.9989462,Temperature,1,24.1741
2024/05/14-11:11:33,37.4188716,-5.9989462,PH,1,7.279
2024/05/14-11:11:33,37.4188716,-5.9989462,Sensor_battery,1,80.625
2024/05/14-11:11:33,37.4188716,-5.9989462,Conductivity,1,2.82279
2024/05/14-11:11:33,37.418872,-5.9989443,Turbidity,1,26.898
2024/05/14-11:11:33,37.418872,-5.9989443,PH,1,7.27548
2024/05/14-11:11:33,37.418872,-5.9989443,Conductivity,1,2.82208
2024/05/14-11:11:33,37.418872,-5.9989443,Temperature,1,24.1768
2024/05/14-11:11:33,37.418872,-5.9989443,Sensor_battery,1,80.625
2024/05/14-11:11:33,37.4188674,-5.9989524,PH,1,7.28439
2024/05/14-11:11:33,37.4188674,-5.9989524,Conductivity,1,2.82279
2024/05/14-11:11:33,37.4188674,-5.9989524,Sensor_battery,1,80.625
2024/05/14-11:11:33,37.4188688,-5.998951,Sensor_battery,1,80.625
2024/05/14-11:11:33,37.4188688,-5.998951,PH,1,7.27644
2024/05/14-11:11:33,37.4188688,-5.998951,Turbidity,1,28.974
2024/05/14-11:11:33,37.4188688,-5.998951,Conductivity,1,2.82279
2024/05/14-11:11:33,37.4188699,-5.9989494,Turbidity,1,27.8783
2024/05/14-11:11:33,37.4188699,-5.9989494,Temperature,1,24.1689
2024/05/14-11:11:33,37.4188688,-5.998951,Temperature,1,24.1692
2024/05/14-11:11:33,37.4188699,-5.9989494,PH,1,7.28074
2024/05/14-11:11:33,37.4188699,-5.9989494,Sensor_battery,1,80.625
2024/05/14-11:11:33,37.4188699,-5.9989494,Conductivity,1,2.82279
2024/05/14-11:11:33,37.4188714,-5.9989466,Sonar,1,35347.0
2024/05/14-11:11:33,37.4188719,-5.9989448,Sonar,1,1622.0
2024/05/14-11:11:34,37.4188721,-5.9989423,Turbidity,1,26.2918
2024/05/14-11:11:34,37.4188721,-5.9989423,Temperature,1,24.1895
2024/05/14-11:11:34,37.4188721,-5.9989423,PH,1,7.28085
2024/05/14-11:11:34,37.4188721,-5.9989423,Sensor_battery,1,80.625
2024/05/14-11:11:34,37.4188721,-5.9989423,Conductivity,1,2.82279
2024/05/14-11:11:34,37.4188721,-5.9989407,Sonar,1,1797.0
2024/05/14-11:11:36,37.4188718,-5.9989387,Sonar,1,1916.0
2024/05/14-11:11:36,37.418872,-5.9989402,Turbidity,1,26.4671
2024/05/14-11:11:36,37.418872,-5.9989402,Temperature,1,24.1814
2024/05/14-11:11:36,37.418872,-5.9989402,PH,1,7.28
2024/05/14-11:11:36,37.418872,-5.9989402,Sensor_battery,1,80.625
2024/05/14-11:11:36,37.418872,-5.9989402,Conductivity,1,2.82208
2024/05/14-11:11:38,37.4188715,-5.9989367,Sonar,1,2176.0
2024/05/14-11:11:38,37.4188711,-5.9989348,Sonar,1,2485.0
2024/05/14-11:11:38,37.4188717,-5.9989381,Turbidity,1,25.8373
2024/05/14-11:11:38,37.4188717,-5.9989381,Temperature,1,24.1761
2024/05/14-11:11:38,37.4188717,-5.9989381,PH,1,7.2878
2024/05/14-11:11:38,37.4188717,-5.9989381,Sensor_battery,1,80.625
2024/05/14-11:11:38,37.4188717,-5.9989381,Conductivity,1,2.82279
2024/05/14-11:11:38,37.4188714,-5.9989362,Turbidity,1,24.8634
2024/05/14-11:11:38,37.4188714,-5.9989362,Sensor_battery,1,80.625
2024/05/14-11:11:38,37.4188714,-5.9989362,Temperature,1,24.1794
2024/05/14-11:11:38,37.4188714,-5.9989362,Conductivity,1,2.82351
2024/05/14-11:11:38,37.4188714,-5.9989362,PH,1,7.28305
2024/05/14-11:11:38,37.418871,-5.9989343,Turbidity,1,24.9829
2024/05/14-11:11:38,37.418871,-5.9989343,Temperature,1,24.1794
2024/05/14-11:11:38,37.418871,-5.9989343,PH,1,7.28351
2024/05/14-11:11:38,37.418871,-5.9989343,Sensor_battery,1,80.625
2024/05/14-11:11:38,37.418871,-5.9989343,Conductivity,1,2.82279
2024/05/14-11:11:38,37.4188707,-5.9989331,Sonar,1,2690.0
2024/05/14-11:11:39,37.4188706,-5.9989327,PH,1,7.27688
2024/05/14-11:11:39,37.4188706,-5.9989327,Conductivity,1,2.82351
2024/05/14-11:11:39,37.4188706,-5.9989327,Temperature,1,24.1799
2024/05/14-11:11:39,37.4188706,-5.9989327,Sensor_battery,1,80.625
2024/05/14-11:11:39,37.4188706,-5.9989327,Turbidity,1,26.3694
2024/05/14-11:11:39,37.4188703,-5.9989317,Sonar,1,3010.0
2024/05/14-11:11:40,37.4188702,-5.9989313,Conductivity,1,2.82351
2024/05/14-11:11:40,37.4188702,-5.9989313,Turbidity,1,26.0465
2024/05/14-11:11:40,37.4188702,-5.9989313,Temperature,1,24.1767
2024/05/14-11:11:40,37.4188702,-5.9989313,Sensor_battery,1,80.625
2024/05/14-11:11:40,37.4188702,-5.9989313,PH,1,7.28281
2024/05/14-11:11:40,37.4188698,-5.9989303,Sonar,1,3316.0
